timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-19T21:29:35,codecarbon,e780d1cf-ab0b-410f-a44c-c68780b83fb5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,86.34428879996995,0.00033699866982338857,3.902964220414146e-06,21.23037306122983,9.853528976744686,10.0,0.00048478822343275645,0.00023558518846800158,0.00023132332555526067,0.0009516967374560187,0.0,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.3,3.2.6,12,AMD Ryzen 5 5600 6-Core Processor,1,1 x NVIDIA GeForce GTX 1660,-64.1849,-31.4057,15.922977447509766,machine,0.7940476190476191,13.583333333333334,61.588095238095235,9.806907381330218,N,1.0,0.0
